,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
119068,por,O,6130,26,29,503,7,treino
119069,seis,B-TEMPO_ARMAZENAMENTO,6130,30,34,503,7,treino
119070,anos,I-TEMPO_ARMAZENAMENTO,6130,35,39,503,7,treino
119071,em,O,6130,40,42,503,7,treino
119072,barris,B-RECIPIENTE_ARMAZENAMENTO,6130,43,49,503,7,treino
119073,de,O,6130,50,52,503,7,treino
119074,carvalho,B-TIPO_MADEIRA,6130,53,61,503,7,treino
119075,americano,I-TIPO_MADEIRA,6130,62,71,503,7,treino
119076,com,O,6130,72,75,503,7,treino
119077,um,O,6130,76,78,503,7,treino
119078,toque,O,6130,79,84,503,7,treino
119079,de,O,6130,85,87,503,7,treino
119080,bálsamo,B-TIPO_MADEIRA,6130,88,95,503,7,treino
119081,a,O,6130,96,97,503,7,treino
119082,fim,O,6130,98,101,503,7,treino
119083,de,O,6130,102,104,503,7,treino
119084,obter,O,6130,105,110,503,7,treino
119085,um,O,6130,111,113,503,7,treino
119086,produto,O,6130,114,121,503,7,treino
119087,com,O,6130,122,125,503,7,treino
119088,uma,O,6130,126,129,503,7,treino
119089,maior,O,6130,130,135,503,7,treino
119090,complexidade,O,6130,136,148,503,7,treino
119091,sensorial,O,6130,149,158,503,7,treino
119092,.,O,6130,158,159,503,7,treino
119093,A,O,6131,0,1,503,7,treino
119094,Casa,B-NOME_BEBIDA,6131,2,6,503,7,treino
119095,Bucco,I-NOME_BEBIDA,6131,7,12,503,7,treino
119096,se,O,6131,13,15,503,7,treino
119097,destaca,O,6131,16,23,503,7,treino
119098,no,O,6131,24,26,503,7,treino
119099,cenário,O,6131,27,34,503,7,treino
119100,nacional,O,6131,35,43,503,7,treino
119101,por,O,6131,44,47,503,7,treino
119102,ser,O,6131,48,51,503,7,treino
119103,uma,O,6131,52,55,503,7,treino
119104,das,O,6131,56,59,503,7,treino
119105,marcas,O,6131,60,66,503,7,treino
119106,que,O,6131,67,70,503,7,treino
119107,mais,O,6131,71,75,503,7,treino
119108,conquistou,O,6131,76,86,503,7,treino
119109,prêmios,O,6131,87,94,503,7,treino
119110,em,O,6131,95,97,503,7,treino
119111,concursos,O,6131,98,107,503,7,treino
119112,nacionais,O,6131,108,117,503,7,treino
119113,e,O,6131,118,119,503,7,treino
119114,internacionais,O,6131,120,134,503,7,treino
119115,nos,O,6131,135,138,503,7,treino
119116,últimos,O,6131,139,146,503,7,treino
119117,anos,O,6131,147,151,503,7,treino
119118,.,O,6131,151,152,503,7,treino
119119,LOCAL,O,6132,0,5,503,7,treino
119120,DE,O,6132,6,8,503,7,treino
119121,PRODUÇÃO,O,6132,9,17,503,7,treino
119122,:,O,6132,17,18,503,7,treino
119123,Bento,B-NOME_LOCAL,6132,19,24,503,7,treino
119124,Gonçalves,I-NOME_LOCAL,6132,25,34,503,7,treino
119125,-,O,6132,35,36,503,7,treino
119126,RS,B-NOME_LOCAL,6132,37,39,503,7,treino
119127,RECIPIENTE,O,6133,0,10,503,7,treino
119128,DE,O,6133,11,13,503,7,treino
119129,ARMAZENAMENTO,O,6133,14,27,503,7,treino
119130,:,O,6133,27,28,503,7,treino
119131,Canela,B-TIPO_MADEIRA,6133,29,35,503,7,treino
119132,Sassafrás,I-TIPO_MADEIRA,6133,36,45,503,7,treino
119133,TEMPO,O,6134,0,5,503,7,treino
119134,DE,O,6134,6,8,503,7,treino
119135,ARMAZENAMENTO,O,6134,9,22,503,7,treino
119136,:,O,6134,22,23,503,7,treino
119137,1,B-TEMPO_ARMAZENAMENTO,6134,24,25,503,7,treino
119138,ano,I-TEMPO_ARMAZENAMENTO,6134,26,29,503,7,treino
119139,GRADUAÇÃO,O,6135,0,9,503,7,treino
119140,ALCOÓLICA,O,6135,10,19,503,7,treino
119141,:,O,6135,19,20,503,7,treino
119142,38%,B-GRADUACAO_ALCOOLICA,6135,21,24,503,7,treino
119143,PREMIOS,O,6136,0,7,503,7,treino
119144,:,O,6136,7,8,503,7,treino
119145,2020,B-TEMPO,6136,9,13,503,7,treino
119146,-,O,6136,14,15,503,7,treino
119147,Medalha,O,6136,16,23,503,7,treino
119148,de,O,6136,24,26,503,7,treino
119149,Ouro,O,6136,27,31,503,7,treino
119150,no,O,6136,32,34,503,7,treino
119151,Concurso,O,6136,35,43,503,7,treino
119152,Vinhos,O,6136,44,50,503,7,treino
119153,e,O,6136,51,52,503,7,treino
119154,Destilados,O,6136,53,63,503,7,treino
119155,do,O,6136,64,66,503,7,treino
119156,Brasil,B-NOME_LOCAL,6136,67,73,503,7,treino
119157,NOME,O,6384,0,4,516,7,treino
119158,DA,O,6384,5,7,516,7,treino
119159,CACHAÇA,O,6384,8,15,516,7,treino
119160,:,O,6384,15,16,516,7,treino
119161,Cachaça,O,6384,17,24,516,7,treino
119162,Vale,B-NOME_BEBIDA,6384,25,29,516,7,treino
119163,Verde,I-NOME_BEBIDA,6384,30,35,516,7,treino
119164,Extra,B-CLASSIFICACAO_BEBIDA,6384,36,41,516,7,treino
119165,Premium,I-CLASSIFICACAO_BEBIDA,6384,42,49,516,7,treino
119166,700ml,B-VOLUME,6384,50,55,516,7,treino
119167,PREÇO,O,6385,0,5,516,7,treino
119168,:,O,6385,5,6,516,7,treino
119169,R$,B-PRECO,6385,7,9,516,7,treino
119170,99,I-PRECO,6385,10,12,516,7,treino
119171,",",I-PRECO,6385,12,13,516,7,treino
119172,70,I-PRECO,6385,13,15,516,7,treino
119173,VOLUME,O,6386,0,6,516,7,treino
119174,:,O,6386,6,7,516,7,treino
119175,700ml,B-VOLUME,6386,8,13,516,7,treino
119176,ANÁLISE,O,6387,0,7,516,7,treino
119177,DO,O,6387,8,10,516,7,treino
119178,CACHACIER,O,6387,11,20,516,7,treino
119179,:,O,6387,20,21,516,7,treino
119180,De,O,6387,22,24,516,7,treino
119181,cor,O,6387,25,28,516,7,treino
119182,amarelo,B-CARACTERISTICA_SENSORIAL_COR,6387,29,36,516,7,treino
119183,-,I-CARACTERISTICA_SENSORIAL_COR,6387,36,37,516,7,treino
119184,palha,I-CARACTERISTICA_SENSORIAL_COR,6387,37,42,516,7,treino
119185,",",O,6387,42,43,516,7,treino
119186,possui,O,6387,44,50,516,7,treino
119187,uma,O,6387,51,54,516,7,treino
119188,mescla,O,6387,55,61,516,7,treino
119189,de,O,6387,62,64,516,7,treino
119190,aromas,O,6387,65,71,516,7,treino
119191,de,O,6387,72,74,516,7,treino
119192,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,6387,75,81,516,7,treino
119193,cítricas,I-CARACTERISTICA_SENSORIAL_AROMA,6387,82,90,516,7,treino
119194,",",O,6387,90,91,516,7,treino
119195,mel,B-CARACTERISTICA_SENSORIAL_AROMA,6387,92,95,516,7,treino
119196,e,O,6387,96,97,516,7,treino
119197,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,6387,98,106,516,7,treino
119198,.,O,6387,106,107,516,7,treino
119199,No,O,6388,0,2,516,7,treino
119200,paladar,O,6388,3,10,516,7,treino
119201,",",O,6388,10,11,516,7,treino
119202,traz,O,6388,12,16,516,7,treino
119203,um,O,6388,17,19,516,7,treino
119204,gosto,O,6388,20,25,516,7,treino
119205,doce,B-CARACTERISTICA_SENSORIAL_SABOR,6388,26,30,516,7,treino
119206,",",O,6388,30,31,516,7,treino
119207,mas,O,6388,32,35,516,7,treino
119208,que,O,6388,36,39,516,7,treino
119209,aguça,O,6388,40,45,516,7,treino
119210,as,O,6388,46,48,516,7,treino
119211,papilas,O,6388,49,56,516,7,treino
119212,salgadas,O,6388,57,65,516,7,treino
119213,.,O,6388,65,66,516,7,treino
119214,Além,O,6389,0,4,516,7,treino
119215,disso,O,6389,5,10,516,7,treino
119216,",",O,6389,10,11,516,7,treino
119217,causa,O,6389,12,17,516,7,treino
119218,uma,O,6389,18,21,516,7,treino
119219,sensação,O,6389,22,30,516,7,treino
119220,picante,B-CARACTERISTICA_SENSORIAL_SABOR,6389,31,38,516,7,treino
119221,e,O,6389,39,40,516,7,treino
119222,um,O,6389,41,43,516,7,treino
119223,pouco,B-CARACTERISTICA_SENSORIAL_SABOR,6389,44,49,516,7,treino
119224,alcoólica,I-CARACTERISTICA_SENSORIAL_SABOR,6389,50,59,516,7,treino
119225,na,O,6389,60,62,516,7,treino
119226,boca,O,6389,63,67,516,7,treino
119227,.,O,6389,67,68,516,7,treino
119228,Retrogosto,O,6390,0,10,516,7,treino
119229,agradável,O,6390,11,20,516,7,treino
119230,e,O,6390,21,22,516,7,treino
119231,moderado,O,6390,23,31,516,7,treino
119232,.,O,6390,31,32,516,7,treino
119233,DESCRIÇÃO,O,6391,0,9,516,7,treino
119234,DA,O,6391,10,12,516,7,treino
119235,CACHAÇA,O,6391,13,20,516,7,treino
119236,:,O,6391,20,21,516,7,treino
119237,A,O,6391,22,23,516,7,treino
119238,produção,O,6391,24,32,516,7,treino
119239,da,O,6391,33,35,516,7,treino
119240,Cachaça,O,6391,36,43,516,7,treino
119241,Vale,B-NOME_BEBIDA,6391,44,48,516,7,treino
119242,Verde,I-NOME_BEBIDA,6391,49,54,516,7,treino
119243,Extra,B-CLASSIFICACAO_BEBIDA,6391,55,60,516,7,treino
119244,Premium,I-CLASSIFICACAO_BEBIDA,6391,61,68,516,7,treino
119245,700ml,B-VOLUME,6391,69,74,516,7,treino
119246,é,O,6391,75,76,516,7,treino
119247,totalmente,O,6391,77,87,516,7,treino
119248,artesanal,O,6391,88,97,516,7,treino
119249,e,O,6391,98,99,516,7,treino
119250,o,O,6391,100,101,516,7,treino
119251,título,O,6391,102,108,516,7,treino
119252,de,O,6391,109,111,516,7,treino
119253,Extra,B-CLASSIFICACAO_BEBIDA,6391,112,117,516,7,treino
119254,Premium,I-CLASSIFICACAO_BEBIDA,6391,118,125,516,7,treino
119255,é,O,6391,126,127,516,7,treino
119256,comprovado,O,6391,128,138,516,7,treino
119257,pelo,O,6391,139,143,516,7,treino
119258,Ministério,B-NOME_ORGANIZACAO,6391,144,154,516,7,treino
119259,da,I-NOME_ORGANIZACAO,6391,155,157,516,7,treino
119260,Agricultura,I-NOME_ORGANIZACAO,6391,158,169,516,7,treino
119261,",",O,6391,169,170,516,7,treino
119262,que,O,6391,171,174,516,7,treino
119263,acompanha,O,6391,175,184,516,7,treino
119264,o,O,6391,185,186,516,7,treino
119265,processo,O,6391,187,195,516,7,treino
119266,de,O,6391,196,198,516,7,treino
119267,fechamento,O,6391,199,209,516,7,treino
119268,e,O,6391,210,211,516,7,treino
119269,abertura,O,6391,212,220,516,7,treino
119270,dos,O,6391,221,224,516,7,treino
119271,barris,B-RECIPIENTE_ARMAZENAMENTO,6391,225,231,516,7,treino
119272,.,O,6391,231,232,516,7,treino
119273,Dali,O,6392,0,4,516,7,treino
119274,",",O,6392,4,5,516,7,treino
119275,saem,O,6392,6,10,516,7,treino
119276,as,O,6392,11,13,516,7,treino
119277,cachaças,O,6392,14,22,516,7,treino
119278,envelhecidas,O,6392,23,35,516,7,treino
119279,por,O,6392,36,39,516,7,treino
119280,três,B-TEMPO_ARMAZENAMENTO,6392,40,44,516,7,treino
119281,a,I-TEMPO_ARMAZENAMENTO,6392,45,46,516,7,treino
119282,doze,I-TEMPO_ARMAZENAMENTO,6392,47,51,516,7,treino
119283,anos,I-TEMPO_ARMAZENAMENTO,6392,52,56,516,7,treino
119284,em,O,6392,57,59,516,7,treino
119285,dornas,B-RECIPIENTE_ARMAZENAMENTO,6392,60,66,516,7,treino
119286,de,O,6392,67,69,516,7,treino
119287,carvalho,B-TIPO_MADEIRA,6392,70,78,516,7,treino
119288,",",O,6392,78,79,516,7,treino
119289,que,O,6392,80,83,516,7,treino
119290,possuem,O,6392,84,91,516,7,treino
119291,graduação,O,6392,92,101,516,7,treino
119292,alcoólica,O,6392,102,111,516,7,treino
119293,de,O,6392,112,114,516,7,treino
119294,40%,B-GRADUACAO_ALCOOLICA,6392,115,118,516,7,treino
119295,.,O,6392,118,119,516,7,treino
119296,Outro,O,6393,0,5,516,7,treino
119297,ponto,O,6393,6,11,516,7,treino
119298,de,O,6393,12,14,516,7,treino
119299,controle,O,6393,15,23,516,7,treino
119300,da,O,6393,24,26,516,7,treino
119301,qualidade,O,6393,27,36,516,7,treino
119302,é,O,6393,37,38,516,7,treino
119303,a,O,6393,39,40,516,7,treino
119304,auditoria,O,6393,41,50,516,7,treino
119305,dos,O,6393,51,54,516,7,treino
119306,processos,O,6393,55,64,516,7,treino
119307,avaliados,O,6393,65,74,516,7,treino
119308,pelo,O,6393,75,79,516,7,treino
119309,Inmetro,B-NOME_ORGANIZACAO,6393,80,87,516,7,treino
119310,",",O,6393,87,88,516,7,treino
119311,órgão,O,6393,89,94,516,7,treino
119312,que,O,6393,95,98,516,7,treino
119313,certifica,O,6393,99,108,516,7,treino
119314,a,O,6393,109,110,516,7,treino
119315,Vale,B-NOME_BEBIDA,6393,111,115,516,7,treino
119316,Verde,I-NOME_BEBIDA,6393,116,121,516,7,treino
119317,com,O,6393,122,125,516,7,treino
119318,um,O,6393,126,128,516,7,treino
119319,selo,O,6393,129,133,516,7,treino
119320,.,O,6393,133,134,516,7,treino
119321,HISTÓRIA,O,6394,0,8,516,7,treino
119322,DO,O,6394,9,11,516,7,treino
119323,ALAMBIQUE,O,6394,12,21,516,7,treino
119324,:,O,6394,21,22,516,7,treino
119325,A,O,6394,23,24,516,7,treino
119326,paixão,O,6394,25,31,516,7,treino
119327,pelo,O,6394,32,36,516,7,treino
119328,que,O,6394,37,40,516,7,treino
119329,faz,O,6394,41,44,516,7,treino
119330,e,O,6394,45,46,516,7,treino
119331,a,O,6394,47,48,516,7,treino
119332,incansável,O,6394,49,59,516,7,treino
119333,busca,O,6394,60,65,516,7,treino
119334,pela,O,6394,66,70,516,7,treino
119335,qualidade,O,6394,71,80,516,7,treino
119336,definem,O,6394,81,88,516,7,treino
119337,a,O,6394,89,90,516,7,treino
119338,tônica,O,6394,91,97,516,7,treino
119339,idealizadora,O,6394,98,110,516,7,treino
119340,do,O,6394,111,113,516,7,treino
119341,Grupo,B-NOME_ORGANIZACAO,6394,114,119,516,7,treino
119342,Vale,I-NOME_ORGANIZACAO,6394,120,124,516,7,treino
119343,Verde,I-NOME_ORGANIZACAO,6394,125,130,516,7,treino
119344,.,O,6394,130,131,516,7,treino
119345,Seu,O,6395,0,3,516,7,treino
119346,fundador,O,6395,4,12,516,7,treino
119347,",",O,6395,12,13,516,7,treino
119348,Luiz,B-NOME_PESSOA,6395,14,18,516,7,treino
119349,Otávio,I-NOME_PESSOA,6395,19,25,516,7,treino
119350,Pôssas,I-NOME_PESSOA,6395,26,32,516,7,treino
119351,Gonçalves,I-NOME_PESSOA,6395,33,42,516,7,treino
119352,",",O,6395,42,43,516,7,treino
119353,trabalha,O,6395,44,52,516,7,treino
119354,com,O,6395,53,56,516,7,treino
119355,bebidas,O,6395,57,64,516,7,treino
119356,há,O,6395,65,67,516,7,treino
119357,mais,O,6395,68,72,516,7,treino
119358,de,O,6395,73,75,516,7,treino
119359,50,B-TEMPO,6395,76,78,516,7,treino
119360,anos,I-TEMPO,6395,79,83,516,7,treino
119361,.,O,6395,83,84,516,7,treino
119362,Iniciou,O,6396,0,7,516,7,treino
119363,a,O,6396,8,9,516,7,treino
119364,fabricação,O,6396,10,20,516,7,treino
119365,de,O,6396,21,23,516,7,treino
119366,Coca,O,6396,24,28,516,7,treino
119367,-,O,6396,28,29,516,7,treino
119368,Cola,O,6396,29,33,516,7,treino
119369,em,O,6396,34,36,516,7,treino
119370,Minas,B-NOME_LOCAL,6396,37,42,516,7,treino
119371,Gerais,I-NOME_LOCAL,6396,43,49,516,7,treino
119372,e,O,6396,50,51,516,7,treino
119373,é,O,6396,52,53,516,7,treino
119374,conhecido,O,6396,54,63,516,7,treino
119375,",",O,6396,63,64,516,7,treino
119376,também,O,6396,65,71,516,7,treino
119377,",",O,6396,71,72,516,7,treino
119378,por,O,6396,73,76,516,7,treino
119379,ter,O,6396,77,80,516,7,treino
119380,criado,O,6396,81,87,516,7,treino
119381,a,O,6396,88,89,516,7,treino
119382,cerveja,O,6396,90,97,516,7,treino
119383,Kaiser,O,6396,98,104,516,7,treino
119384,e,O,6396,105,106,516,7,treino
119385,a,O,6396,107,108,516,7,treino
119386,Kero,O,6396,109,113,516,7,treino
119387,Coco,O,6396,114,118,516,7,treino
119388,",",O,6396,118,119,516,7,treino
119389,a,O,6396,120,121,516,7,treino
119390,primeira,O,6396,122,130,516,7,treino
119391,água,O,6396,131,135,516,7,treino
119392,de,O,6396,136,138,516,7,treino
119393,coco,O,6396,139,143,516,7,treino
119394,em,O,6396,144,146,516,7,treino
119395,caixinha,O,6396,147,155,516,7,treino
119396,do,O,6396,156,158,516,7,treino
119397,país,O,6396,159,163,516,7,treino
119398,",",O,6396,163,164,516,7,treino
119399,além,O,6396,165,169,516,7,treino
119400,de,O,6396,170,172,516,7,treino
119401,continuar,O,6396,173,182,516,7,treino
119402,sendo,O,6396,183,188,516,7,treino
119403,um,O,6396,189,191,516,7,treino
119404,empreendedor,O,6396,192,204,516,7,treino
119405,do,O,6396,205,207,516,7,treino
119406,ramo,O,6396,208,212,516,7,treino
119407,.,O,6396,212,213,516,7,treino
119408,O,O,6397,0,1,516,7,treino
119409,surgimento,O,6397,2,12,516,7,treino
119410,do,O,6397,13,15,516,7,treino
119411,Vale,B-NOME_ORGANIZACAO,6397,16,20,516,7,treino
119412,Verde,I-NOME_ORGANIZACAO,6397,21,26,516,7,treino
119413,foi,O,6397,27,30,516,7,treino
119414,gradativo,O,6397,31,40,516,7,treino
119415,e,O,6397,41,42,516,7,treino
119416,começou,O,6397,43,50,516,7,treino
119417,quando,O,6397,51,57,516,7,treino
119418,Luiz,B-NOME_PESSOA,6397,58,62,516,7,treino
119419,Otávio,I-NOME_PESSOA,6397,63,69,516,7,treino
119420,ganhou,O,6397,70,76,516,7,treino
119421,de,O,6397,77,79,516,7,treino
119422,seu,O,6397,80,83,516,7,treino
119423,tio,O,6397,84,87,516,7,treino
119424,um,O,6397,88,90,516,7,treino
119425,pequeno,O,6397,91,98,516,7,treino
119426,alambique,O,6397,99,108,516,7,treino
119427,",",O,6397,108,109,516,7,treino
119428,que,O,6397,110,113,516,7,treino
119429,o,O,6397,114,115,516,7,treino
119430,inspirou,O,6397,116,124,516,7,treino
119431,a,O,6397,125,126,516,7,treino
119432,entrar,O,6397,127,133,516,7,treino
119433,no,O,6397,134,136,516,7,treino
119434,mercado,O,6397,137,144,516,7,treino
119435,de,O,6397,145,147,516,7,treino
119436,cachaças,O,6397,148,156,516,7,treino
119437,.,O,6397,156,157,516,7,treino
119438,Inicialmente,O,6398,0,12,516,7,treino
119439,",",O,6398,12,13,516,7,treino
119440,a,O,6398,14,15,516,7,treino
119441,pequena,O,6398,16,23,516,7,treino
119442,produção,O,6398,24,32,516,7,treino
119443,era,O,6398,33,36,516,7,treino
119444,consumida,O,6398,37,46,516,7,treino
119445,apenas,O,6398,47,53,516,7,treino
119446,entre,O,6398,54,59,516,7,treino
119447,amigos,O,6398,60,66,516,7,treino
119448,.,O,6398,66,67,516,7,treino
119449,Contudo,O,6399,0,7,516,7,treino
119450,",",O,6399,7,8,516,7,treino
119451,a,O,6399,9,10,516,7,treino
119452,apreciação,O,6399,11,21,516,7,treino
119453,de,O,6399,22,24,516,7,treino
119454,especialistas,O,6399,25,38,516,7,treino
119455,e,O,6399,39,40,516,7,treino
119456,a,O,6399,41,42,516,7,treino
119457,qualidade,O,6399,43,52,516,7,treino
119458,conferida,O,6399,53,62,516,7,treino
119459,ao,O,6399,63,65,516,7,treino
119460,destilado,O,6399,66,75,516,7,treino
119461,levou,O,6399,76,81,516,7,treino
119462,ao,O,6399,82,84,516,7,treino
119463,início,O,6399,85,91,516,7,treino
119464,da,O,6399,92,94,516,7,treino
119465,comercialização,O,6399,95,110,516,7,treino
119466,das,O,6399,111,114,516,7,treino
119467,cachaças,O,6399,115,123,516,7,treino
119468,.,O,6399,123,124,516,7,treino
119469,Nascia,O,6400,0,6,516,7,treino
119470,",",O,6400,6,7,516,7,treino
119471,então,O,6400,8,13,516,7,treino
119472,",",O,6400,13,14,516,7,treino
119473,a,O,6400,15,16,516,7,treino
119474,marca,O,6400,17,22,516,7,treino
119475,Vale,B-NOME_ORGANIZACAO,6400,23,27,516,7,treino
119476,Verde,I-NOME_ORGANIZACAO,6400,28,33,516,7,treino
119477,em,O,6400,34,36,516,7,treino
119478,1985,B-TEMPO,6400,37,41,516,7,treino
119479,.,O,6400,41,42,516,7,treino
119480,Nesse,O,6401,0,5,516,7,treino
119481,período,O,6401,6,13,516,7,treino
119482,",",O,6401,13,14,516,7,treino
119483,Luiz,B-NOME_PESSOA,6401,15,19,516,7,treino
119484,Otávio,I-NOME_PESSOA,6401,20,26,516,7,treino
119485,saiu,O,6401,27,31,516,7,treino
119486,em,O,6401,32,34,516,7,treino
119487,busca,O,6401,35,40,516,7,treino
119488,de,O,6401,41,43,516,7,treino
119489,novas,O,6401,44,49,516,7,treino
119490,técnicas,O,6401,50,58,516,7,treino
119491,para,O,6401,59,63,516,7,treino
119492,aprimorar,O,6401,64,73,516,7,treino
119493,a,O,6401,74,75,516,7,treino
119494,fermentação,O,6401,76,87,516,7,treino
119495,e,O,6401,88,89,516,7,treino
119496,a,O,6401,90,91,516,7,treino
119497,destilação,O,6401,92,102,516,7,treino
119498,da,O,6401,103,105,516,7,treino
119499,bebida,O,6401,106,112,516,7,treino
119500,.,O,6401,112,113,516,7,treino
119501,Na,O,6402,0,2,516,7,treino
119502,Europa,B-NOME_LOCAL,6402,3,9,516,7,treino
119503,",",O,6402,9,10,516,7,treino
119504,ele,O,6402,11,14,516,7,treino
119505,identificou,O,6402,15,26,516,7,treino
119506,que,O,6402,27,30,516,7,treino
119507,as,O,6402,31,33,516,7,treino
119508,práticas,O,6402,34,42,516,7,treino
119509,usadas,O,6402,43,49,516,7,treino
119510,na,O,6402,50,52,516,7,treino
119511,fabricação,O,6402,53,63,516,7,treino
119512,de,O,6402,64,66,516,7,treino
119513,uísques,O,6402,67,74,516,7,treino
119514,finos,O,6402,75,80,516,7,treino
119515,poderiam,O,6402,81,89,516,7,treino
119516,ser,O,6402,90,93,516,7,treino
119517,utilizadas,O,6402,94,104,516,7,treino
119518,nas,O,6402,105,108,516,7,treino
119519,cachaças,O,6402,109,117,516,7,treino
119520,.,O,6402,117,118,516,7,treino
119521,Com,O,6403,0,3,516,7,treino
119522,know,O,6403,4,8,516,7,treino
119523,-,O,6403,8,9,516,7,treino
119524,how,O,6403,9,12,516,7,treino
119525,europeu,O,6403,13,20,516,7,treino
119526,",",O,6403,20,21,516,7,treino
119527,logo,O,6403,22,26,516,7,treino
119528,surgiu,O,6403,27,33,516,7,treino
119529,a,O,6403,34,35,516,7,treino
119530,Vale,B-NOME_BEBIDA,6403,36,40,516,7,treino
119531,Verde,I-NOME_BEBIDA,6403,41,46,516,7,treino
119532,Extra,B-CLASSIFICACAO_BEBIDA,6403,47,52,516,7,treino
119533,Premium,I-CLASSIFICACAO_BEBIDA,6403,53,60,516,7,treino
119534,",",O,6403,60,61,516,7,treino
119535,envelhecida,O,6403,62,73,516,7,treino
119536,por,O,6403,74,77,516,7,treino
119537,três,B-TEMPO_ARMAZENAMENTO,6403,78,82,516,7,treino
119538,anos,I-TEMPO_ARMAZENAMENTO,6403,83,87,516,7,treino
119539,e,O,6403,88,89,516,7,treino
119540,que,O,6403,90,93,516,7,treino
119541,segue,O,6403,94,99,516,7,treino
119542,o,O,6403,100,101,516,7,treino
119543,mesmo,O,6403,102,107,516,7,treino
119544,padrão,O,6403,108,114,516,7,treino
119545,de,O,6403,115,117,516,7,treino
119546,fabricação,O,6403,118,128,516,7,treino
119547,de,O,6403,129,131,516,7,treino
119548,destilados,O,6403,132,142,516,7,treino
119549,internacionais,O,6403,143,157,516,7,treino
119550,",",O,6403,157,158,516,7,treino
119551,com,O,6403,159,162,516,7,treino
119552,técnicas,O,6403,163,171,516,7,treino
119553,que,O,6403,172,175,516,7,treino
119554,garantem,O,6403,176,184,516,7,treino
119555,a,O,6403,185,186,516,7,treino
119556,qualidade,O,6403,187,196,516,7,treino
119557,e,O,6403,197,198,516,7,treino
119558,sabor,O,6403,199,204,516,7,treino
119559,diferenciados,O,6403,205,218,516,7,treino
119560,à,O,6403,219,220,516,7,treino
119561,bebida,O,6403,221,227,516,7,treino
119562,.,O,6403,227,228,516,7,treino
119563,A,O,6404,0,1,516,7,treino
119564,cachaça,O,6404,2,9,516,7,treino
119565,Vale,B-NOME_BEBIDA,6404,10,14,516,7,treino
119566,Verde,I-NOME_BEBIDA,6404,15,20,516,7,treino
119567,passou,O,6404,21,27,516,7,treino
119568,",",O,6404,27,28,516,7,treino
119569,então,O,6404,29,34,516,7,treino
119570,",",O,6404,34,35,516,7,treino
119571,a,O,6404,36,37,516,7,treino
119572,conquistar,O,6404,38,48,516,7,treino
119573,prêmios,O,6404,49,56,516,7,treino
119574,e,O,6404,57,58,516,7,treino
119575,",",O,6404,58,59,516,7,treino
119576,consequentemente,O,6404,60,76,516,7,treino
119577,",",O,6404,76,77,516,7,treino
119578,a,O,6404,78,79,516,7,treino
